,postal_code,school_name,url_address,address,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,results.SEARCHVAL,results.BLK_NO,results.ROAD_NAME,results.BUILDING,results.ADDRESS,results.X,results.Y,results.LATITUDE,results.LONGITUDE
211,599986,METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11   BLACKMORE DRIVE,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MISS NG WUN HAR GRACE,MDM WEE KHENG LIN CORINNE,MDM TAN P'ENG DIANA,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,22442.59098,34984.58106,1.332662136,103.7833821
212,599986,METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11   BLACKMORE DRIVE,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MISS NG WUN HAR GRACE,MDM WEE KHENG LIN CORINNE,MDM TAN P'ENG DIANA,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,Yes,Chinese,Malay,Tamil,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,22442.59098,34984.58106,1.332662136,103.7833821
213,599986,METHODIST GIRLS' SCHOOL (PRIMARY),http://www.mgs.sch.edu.sg,11   Blackmore Drive,64694800,na,64624166,na,mgps@moe.edu.sg,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",NG WUN HAR GRACE,MISS LIM JING WEN KAREN,MISS HANNAH CHIA CUI'E,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,22442.59098,34984.58106,1.332662136,103.7833821
214,599986,METHODIST GIRLS' SCHOOL (PRIMARY),http://www.mgs.sch.edu.sg,11   Blackmore Drive,64694800,na,64624166,na,mgps@moe.edu.sg,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",NG WUN HAR GRACE,MISS LIM JING WEN KAREN,MISS HANNAH CHIA CUI'E,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11,BLACKMORE DRIVE,COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,22442.59098,34984.58106,1.332662136,103.7833821
215,608784,COMMONWEALTH SECONDARY SCHOOL,http://www.commonwealthsec.moe.edu.sg,698  WEST COAST ROAD,65606866,na,65645204,na,cwss@moe.edu.sg,"JURONG EAST MRT, CLEMENTI MRT","30, 51, 78, 79, 143, 143M, 176, 201",MR NG BOON KIAT,MR LEOW ZHI WEN PHILIBERT,NULL,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,COMMONWEALTH SECONDARY SCHOOL,698,WEST COAST ROAD,COMMONWEALTH SECONDARY SCHOOL,698 WEST COAST ROAD COMMONWEALTH SECONDARY SCHOOL SINGAPORE 608784,18241.94093,33496.56052,1.319203959,103.7456374
216,609476,JURONG PRIMARY SCHOOL,http://www.jurongpri.moe.edu.sg,320  JURONG EAST Street 32,65618837,na,65641964,na,JPS@MOE.EDU.SG,"Lakeside MRT Station, Jurong East MRT Station",333,MR ONG THIAM HUAT ROBIN,MR CHEN ZHONGYI,NULL,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,KIDZ FUSION NETWORK @ JURONG PRIMARY,320,JURONG EAST STREET 32,KIDZ FUSION NETWORK @ JURONG PRIMARY,320 JURONG EAST STREET 32 KIDZ FUSION NETWORK @ JURONG PRIMARY SINGAPORE 609476,16830.46716,36748.48961,1.348612726,103.7329534
217,609558,YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158  JURONG EAST STREET 24,65605062,na,65648278,na,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",MDM TENG LAI KWAN,MDM HEATHER SIM SIAW CHENG,MDM ZOEY LIM CHING SIA,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YUHUA PRIMARY SCHOOL,158,JURONG EAST STREET 24,YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,17737.71301,36105.96624,1.342802305,103.7411058
218,609561,CREST SECONDARY SCHOOL,http://www.crestsec.edu.sg,561  JURONG EAST STREET 24,68992779,na,68992668,na,info@crestsec.edu.sg,"BUKIT BATOK MRT, JURONG EAST MRT","41, 52, 98, 98M, 105, 176, 183, 187, 188, 188R, 333, 502, 868, 990",MR SEET TIAT HEE,MR HO KUM FAI SAM,MR CHAN TECK HONG DAVID,NULL,NULL,NULL,NULL,JURONG EAST,WEST,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,CREST SECONDARY SCHOOL,561,JURONG EAST STREET 24,CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL SINGAPORE 609561,17907.1336,36141.06744,1.343119805,103.7426281
219,609647,FUHUA PRIMARY SCHOOL,http://www.fuhuapri.moe.edu.sg,65   JURONG EAST STREET 13,65624370,na,65639542,na,fhps@moe.edu.sg,JURONG EAST MRT STATION,"JURONG EAST CENTRAL (BS28441): 41,49,52,105,160,160A,160M,176,183,334,506    JURONG EAST CENTRAL (BS28431):51,66,78,79,143, 143M, 176, 335",MR GANESAN S/O RAMAN,MDM TEO SIEW KHIM,NULL,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,AMP-MERCU STUDENT CARE CENTRE @ FUHUA PRIMARY SCHOOL,65,JURONG EAST STREET 13,AMP-MERCU STUDENT CARE CENTRE @ FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 AMP-MERCU STUDENT CARE CENTRE @ FUHUA PRIMARY SCHOOL SINGAPORE 609647,17179.42641,35419.86529,1.336597265,103.7360895
220,609790,JURONGVILLE SECONDARY SCHOOL,http://www.jurongvillesec.moe.edu.sg,202  JURONG EAST AVENUE 1,65638704,na,65662137,na,JURONGVILLE@MOE.EDU.SG,"JURONG EAST MRT, CHINESE GARDEN MRT","98, 98M, 99, 157, 185, 187, 198, 334, 502",MR CHAN YEW WOOI,MR YONG KEK SHOONG,NULL,NULL,NULL,NULL,NULL,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,JURONGVILLE SECONDARY SCHOOL,202,JURONG EAST AVENUE 1,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,16380.23949,37044.39662,1.351288628,103.7289077
221,618310,LAKESIDE PRIMARY SCHOOL,http://www.lakesidepri.moe.edu.sg/,161  Corporation Walk,62620918,na,62621021,na,lakeside_ps@moe.edu.sg,Lakeside MRT,"30, 49, 98, 98M",MDM TAN SIEW KHIAN FINELLA,MISS NARAYANASAMY UMA RANI,MISS TAN HUI PING,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,15177.0484,35616.6021,1.338375696,103.7180969
222,618652,JURONG SECONDARY SCHOOL,http://www.jurongsec.moe.edu.sg,31   YUAN CHING ROAD,62655980,na,62686414,na,JURONG_SS@MOE.EDU.SG,LAKESIDE MRT,"30, 49, 98, 98A, 154, 240, 246",MDM TAY SU- CHIN (ZHENG SUZHEN),MISS TAN HUI MIN DEBORAH,MDM LER SIAH WOON JULIA,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,JURONG SECONDARY SCHOOL,31,YUAN CHING ROAD,JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD JURONG SECONDARY SCHOOL SINGAPORE 618652,15828.72578,34692.67617,1.330020322,103.723953
223,618654,YUAN CHING SECONDARY SCHOOL,http://www.yuanchingsec.moe.edu.sg,103  YUAN CHING ROAD,62612489,na,62616275,na,YCSS@MOE.EDU.SG,LAKESIDE MRT,"98, 154, 154A, 180, 182, 187, 240, 240A, 246",MS NG SOOK KIT,MR LOH KOK NIAM VINCENT,MR CHEONG LIT SERN WESLEY,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,YUAN CHING SECONDARY SCHOOL,103,YUAN CHING ROAD,YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654,15488.8784,36018.04843,1.342006358,103.7208987
224,648200,FRONTIER PRIMARY SCHOOL,http://www.frontierpri.moe.edu.sg,20   Jurong West Street 61,65789555,na,67908596,na,frontier_ps@moe.edu.sg,Pioneer MRT Station (EW28),"241, 974, 179",MDM LEE YEW KOON TONNINE,MDM CHAN YEE CHIN WILNA,MDM DAPHNE CHAN PEI SZE,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20,JURONG WEST STREET 61,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20 JURONG WEST STREET 61 LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL) SINGAPORE 648200,13127.74239,35425.12529,1.336643112,103.6996828
225,648347,CORPORATION PRIMARY SCHOOL,http://www.corporationpri.moe.edu.sg,31   JURONG WEST STREET 24,67957381,na,67957098,na,cps@moe.edu.sg,BOON LAY STATION LAKESIDE STATION,"157 (from Boon Lay Interchange), or 185",MRS JENNIFER PANG CHEE CHYN,MDM POON GEK HONG,MRS CHRISTINA TAN-LIM LAY LENG,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,CORPORATION PRIMARY SCHOOL,31,JURONG WEST STREET 24,CORPORATION PRIMARY SCHOOL,31 JURONG WEST STREET 24 CORPORATION PRIMARY SCHOOL SINGAPORE 648347,14008.22639,37012.35051,1.350997799,103.7075937
226,648348,JURONG WEST SECONDARY SCHOOL,http://www.jurongwestsec.moe.edu.sg,61   JURONG WEST STREET 65,62623593,na,62623587,na,JWSS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT","30, 154, 157, 180, 187, 198, 242",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MRS ROSIE LAU @ MDM ROSIE LIM,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,JURONG WEST SECONDARY SCHOOL,61,JURONG WEST STREET 65,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,13396.61973,35271.76901,1.335256347,103.7020989
227,648350,WESTWOOD SECONDARY SCHOOL,http://www.westwoodsec.moe.edu.sg,11   JURONG WEST STREET 25,67929737,na,67929738,na,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974",MR ABDUL HARRIS B SUMARDI,MISS TAN MING MING,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WESTWOOD SECONDARY SCHOOL,11,JURONG WEST STREET 25,WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,13360.36008,37315.27086,1.353736985,103.7017721
228,648354,BOON LAY SECONDARY SCHOOL,https://www.boonlaysec.moe.edu.sg,11   JURONG WEST STREET 65,67940161,na,67941324,na,BLSS@MOE.EDU.SG,BOON LAY MRT,"99, 181, 192, 193, 242, 243, 257, 502, 502A",MR INDERJIT SINGH,MR ABDULATTIF S/O ABDULLAH,MISS SHARON SHEN QIUHUA,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,BOON LAY SECONDARY SCHOOL,11,JURONG WEST STREET 65,BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65 BOON LAY SECONDARY SCHOOL SINGAPORE 648354,13373.57687,36097.30421,1.342722163,103.7018915
229,648368,JURONG WEST PRIMARY SCHOOL,http://www.jurongwestpri.moe.edu.sg,30   JURONG WEST ST 61,67933419,na,67936593,na,JWPS@MOE.EDU.SG,Pioneer MRT Station,192,MR CHRIS LOH KAI MUN,MR PILLAY P KRISHNAN,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YMCA STUDENT CARE CENTRE @ JURONG WEST 2,30,JURONG WEST STREET 61,YMCA STUDENT CARE CENTRE @ JURONG WEST 2,30 JURONG WEST STREET 61 YMCA STUDENT CARE CENTRE @ JURONG WEST 2 SINGAPORE 648368,13023.23649,35764.55479,1.339712732,103.6987436
230,649036,XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5    JURONG WEST STREET 91,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,MR CHAN GEOK ANN CHARLES,MDM S ANITHA,MRS ONG LAY KHIM,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL),5,JURONG WEST STREET 91,SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL),5 JURONG WEST STREET 91 SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL) SINGAPORE 649036,11781.80643,36095.65103,1.342706397,103.6875885
231,649037,JUYING PRIMARY SCHOOL,http://www.juyingpri.moe.edu.sg/,31   JURONG WEST STREET 91,67932039,na,67932040,na,JUYING_PS@MOE.EDU.SG,Boon Lay MRT Station (Jurong Point),SBS 99 (From Clementi Inter-change) SBS 241 (From Boon Lay Inter-change),MRS SROYA JASWANT,MDM SITI SUHAILA BTE SAPIHE,MDM WONG WEI YI,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PIONEER PRIMARY SCHOOL,31,JURONG WEST STREET 91,PIONEER PRIMARY SCHOOL,31 JURONG WEST STREET 91 PIONEER PRIMARY SCHOOL SINGAPORE 649037,11801.94178,35688.31828,1.339022647,103.6877696
232,649038,JUYING SECONDARY SCHOOL,http://juyingsec.moe.edu.sg,33   JURONG WEST STREET 91,63089898,na,67932835,na,JUYING_SS@MOE.EDU.SG,"BOON LAY MRT, PIONEER MRT, JOO KOON MRT","99, 241",MDM SOH BENG MUI,MR NG HAN MING,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,JUYING SECONDARY SCHOOL,33,JURONG WEST STREET 91,JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91 JUYING SECONDARY SCHOOL SINGAPORE 649038,11750.81785,35655.16276,1.338722773,103.6873103
233,649076,PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,23   JURONG WEST STREET 81,67932397,na,67933974,na,pioneer_ps@moe.edu.sg,Boon Lay Station,243,MDM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MDM CHOO SIEW HONG,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI),23,JURONG WEST STREET 81,STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI),23 JURONG WEST STREET 81 STAR CAMPUS PTE LTD (STUDENT CARE @ PIONEER PRI) SINGAPORE 649076,12591.96521,36760.66179,1.348720926,103.6948679
234,649188,WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1    Jurong West Street 73,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MRS RUTH TAI MEI FEN,MR LOW MIN CHYE,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD,1,JURONG WEST STREET 73,PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD,1 JURONG WEST STREET 73 PCF SPARKLETOTS KCARE CENTRE @ WESTWOOD SINGAPORE 649188,13221.72309,36587.4327,1.347154625,103.7005267
235,649223,WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1    JURONG WEST ST 72,62679234,na,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MRS CHANDLER JAY SIVA,MDM SITI RASHIDAH BTE ABDUL RAHMAN,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,NASCANS @ WEST GROVE,1,JURONG WEST STREET 72,NASCANS @ WEST GROVE,1 JURONG WEST STREET 72 NASCANS @ WEST GROVE SINGAPORE 649223,13047.818,36317.3615,1.344712118,103.6989642
236,649295,RULANG PRIMARY SCHOOL,http://www.rulangpri.moe.edu.sg/,6    JURONG WEST STREET 52,65657771,na,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MISS NG MEI YUN,DR CHOONG PEK LAN,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YMCA SCC @ RULANG,6,JURONG WEST STREET 52,YMCA SCC @ RULANG,6 JURONG WEST STREET 52 YMCA SCC @ RULANG SINGAPORE 649295,15253.79986,36591.18941,1.347189532,103.7187861
237,649332,SHUQUN PRIMARY SCHOOL,http://www.shuqunpri.moe.edu.sg,8    JURONG WEST STREET 51,65637129,na,65637418,na,sqps@moe.edu.sg,W11 Lakeside,"98, 187, 335",MRS SARA DE SOUZA,MDM ADELINE CHONG,MR MUHAMMAD FADYLLA B RASHIMAN,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MOE KINDERGARTEN @ SHUQUN,8,JURONG WEST STREET 51,MOE KINDERGARTEN @ SHUQUN,8 JURONG WEST STREET 51 MOE KINDERGARTEN @ SHUQUN SINGAPORE 649332,15562.42999,36555.80659,1.346869673,103.7215594
238,649371,HUA YI SECONDARY SCHOOL,http://www.huayisec.moe.edu.sg,60   JURONG WEST ST 42,65634568,na,65634505,na,HYSS@MOE.EDU.SG,"LAKESIDE MRT, CHINESE GARDEN MRT","49, 98, 98B, 98M, 99, 157, 185, 187, 198, 198A, 334, 335, 502",MISS GWEE SU PIN SANDRA,MDM KHOO HENG OI CATHERINE,MDM TAN KAY BIN,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,HUA YI SECONDARY SCHOOL,60,JURONG WEST STREET 42,HUA YI SECONDARY SCHOOL,60 JURONG WEST STREET 42 HUA YI SECONDARY SCHOOL SINGAPORE 649371,15592.83221,37161.09135,1.352343655,103.7218323
239,649406,YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35   JURONG WEST STREET 41,65661985,na,65696689,na,YUHUA_SS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502","MR PANG CHIN KEAT, KEVIN",MR TAN WEIMING BRIAN,MR CHNG PUAY KEONG,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,YUHUA SECONDARY SCHOOL,35,JURONG WEST STREET 41,YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406,15687.9489,36590.80852,1.347186269,103.7226872
240,649410,FUHUA SECONDARY SCHOOL,http://www.fuhuasec.moe.edu.sg,5    JURONG WEST STREET 41,65633067,na,65634379,na,FHSS@MOE.EDU.SG,"CHINESE GARDEN MRT, LAKESIDE MRT","49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502, 657",MISS FOONG LAI LEONG,MR SIM HOW CHONG,MRS SHAIMA ANSHAD,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,FUHUA SECONDARY SCHOOL,5,JURONG WEST STREET 41,FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41 FUHUA SECONDARY SCHOOL SINGAPORE 649410,16114.59302,36571.7507,1.347014089,103.7265209
241,649930,BOON LAY GARDEN PRIMARY SCHOOL,www.boonlaygardenpri.moe.edu.sg,20   BOON LAY DRIVE,63160998,na,63160209,na,BLGPS@MOE.EDU.SG,Lakeside & Boon Lay,"30,99,154,178,180,187,240,246",MDM CHRISTINE LIM MIN HUI,MDM HOONG WHEE SIEN,NULL,NULL,NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL),20,BOON LAY DRIVE,BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL),20 BOON LAY DRIVE BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL) SINGAPORE 649930,14594.08034,36110.28639,1.342840138,103.7128584
242,649961,RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6    BOON LAY AVENUE,65678115,na,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974, NR5",MRS TEO KHIN HIANG NEE LEE WAI TAI,MR LAU WAI CHI ALVIN,MR KWOK YING LIANG,"MR LIM PENG YUAN, ANDY",NULL,NULL,NULL,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Chinese,na,na,RIVER VALLEY HIGH SCHOOL,6,BOON LAY AVENUE,RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961,14167.15615,36247.18581,1.344078011,103.7090222
243,658712,YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,11   BUKIT BATOK STREET 25,65009800,na,65675502,na,yiss@moe.edu.sg,BUKIT BATOK MRT,"61, 66, 77, 106, 157, 174, 178, 506, 852, 963",MDM LEE WEE LIN MAUREEN,MR WILSON TAY SWEE KIAT,NULL,NULL,NULL,NULL,NULL,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,11 BUKIT BATOK STREET 25 SINGAPORE 658712,11,BUKIT BATOK STREET 25,NIL,11 BUKIT BATOK STREET 25 SINGAPORE 658712,19858.17015,36056.07204,1.342351728,103.7601594
